subject_id,roi_name,bold_value
sub-013,Left_NAcc,-0.201079
sub-014,Left_NAcc,-0.79775
sub-015,Left_NAcc,1.218107
sub-016,Left_NAcc,0.540559
sub-017,Left_NAcc,-1.851636
sub-018,Left_NAcc,0.382818
sub-019,Left_NAcc,1.091109
sub-020,Left_NAcc,-2.819999
sub-021,Left_NAcc,-1.064377
sub-022,Left_NAcc,0.003955
sub-023,Left_NAcc,0.926718
sub-024,Left_NAcc,-0.70677
sub-025,Left_NAcc,-0.577857
sub-026,Left_NAcc,1.090205
sub-027,Left_NAcc,-0.072335
sub-028,Left_NAcc,0.719369
sub-029,Left_NAcc,-0.761157
sub-030,Left_NAcc,-1.933557
sub-031,Left_NAcc,0.699969
sub-032,Left_NAcc,0.021651
sub-033,Left_NAcc,0.997897
sub-034,Left_NAcc,-0.709851
sub-035,Left_NAcc,-0.867316
sub-036,Left_NAcc,1.954299
sub-037,Left_NAcc,-1.624373
sub-038,Left_NAcc,1.423383
sub-039,Left_NAcc,1.311441
sub-040,Left_NAcc,0.920745
sub-041,Left_NAcc,-0.706917
sub-042,Left_NAcc,-0.714882
sub-043,Left_NAcc,0.118897
sub-044,Left_NAcc,-0.871064
sub-045,Left_NAcc,-0.905105
sub-046,Left_NAcc,0.84312
sub-047,Left_NAcc,0.353156
sub-048,Left_NAcc,-1.109388
sub-049,Left_NAcc,0.975431
sub-050,Left_NAcc,0.723893
sub-051,Left_NAcc,1.634342
sub-052,Left_NAcc,0.84898
sub-053,Left_NAcc,1.244915
sub-054,Left_NAcc,0.842594
sub-055,Left_NAcc,1.105961
sub-056,Left_NAcc,-1.432266
sub-057,Left_NAcc,-0.025168
sub-058,Left_NAcc,-0.867771
sub-059,Left_NAcc,-0.138526
sub-060,Left_NAcc,-0.570257
sub-061,Left_NAcc,0.174831
sub-062,Left_NAcc,0.541697
sub-063,Left_NAcc,-0.042227
sub-064,Left_NAcc,-1.088857
sub-065,Left_NAcc,0.943068
sub-066,Left_NAcc,0.75871
sub-067,Left_NAcc,-1.189845
sub-068,Left_NAcc,0.442239
sub-069,Left_NAcc,-1.805547
sub-070,Left_NAcc,0.158555
sub-071,Left_NAcc,0.259395
sub-072,Left_NAcc,-0.553649
sub-073,Left_NAcc,1.366852
sub-074,Left_NAcc,-1.226307
sub-075,Left_NAcc,0.729449
sub-076,Left_NAcc,1.88926
sub-077,Left_NAcc,1.052085
sub-078,Left_NAcc,-0.237928
sub-079,Left_NAcc,-0.909401
sub-080,Left_NAcc,-1.399158
sub-081,Left_NAcc,-0.502064
sub-082,Left_NAcc,-0.737975
sub-083,Left_NAcc,-0.678168
sub-084,Left_NAcc,-0.157787
sub-085,Left_NAcc,-0.384582
sub-086,Left_NAcc,0.213726
sub-087,Left_NAcc,-0.965885
sub-088,Left_NAcc,-0.820066
sub-089,Left_NAcc,-0.562811
sub-090,Left_NAcc,-0.071072
sub-091,Left_NAcc,2.045096
sub-092,Left_NAcc,-0.188084
sub-093,Left_NAcc,-1.605031
sub-094,Left_NAcc,0.649307
sub-095,Left_NAcc,0.679047
sub-096,Left_NAcc,0.055502
sub-097,Left_NAcc,-1.653774
sub-098,Left_NAcc,1.926074
sub-099,Left_NAcc,-1.19153
sub-100,Left_NAcc,0.554939
sub-101,Left_NAcc,0.461097
sub-102,Left_NAcc,1.050423
sub-103,Left_NAcc,2.288884
sub-104,Left_NAcc,0.96298
sub-105,Left_NAcc,-0.605677
sub-106,Left_NAcc,1.254919
sub-107,Left_NAcc,-0.431734
sub-108,Left_NAcc,0.210161
sub-109,Left_NAcc,-1.300174
sub-110,Left_NAcc,-0.833309
sub-111,Left_NAcc,0.042344
sub-112,Left_NAcc,0.180844
sub-113,Left_NAcc,-1.880332
sub-114,Left_NAcc,0.702573
sub-115,Left_NAcc,-0.844496
sub-116,Left_NAcc,1.431786
sub-117,Left_NAcc,-0.169289
sub-118,Left_NAcc,-1.267881
sub-119,Left_NAcc,0.299544
sub-120,Left_NAcc,-0.838207
sub-121,Left_NAcc,0.972886
sub-122,Left_NAcc,0.416383
sub-123,Left_NAcc,-0.294081
sub-124,Left_NAcc,0.150038
sub-125,Left_NAcc,-1.335132
sub-126,Left_NAcc,-1.623524
sub-127,Left_NAcc,0.444819
sub-128,Left_NAcc,-1.214292
sub-129,Left_NAcc,-1.232549
sub-130,Left_NAcc,1.051151
sub-131,Left_NAcc,0.647839
sub-132,Left_NAcc,-1.206728
sub-133,Left_NAcc,-0.520792
sub-134,Left_NAcc,-0.757763
sub-135,Left_NAcc,1.251698
sub-136,Left_NAcc,0.84332
sub-137,Left_NAcc,-1.051107
sub-138,Left_NAcc,0.614582
sub-139,Left_NAcc,-1.404211
sub-140,Left_NAcc,-0.395659
sub-141,Left_NAcc,0.452361
sub-142,Left_NAcc,0.53321
sub-143,Left_NAcc,-0.237655
sub-144,Left_NAcc,0.401359
sub-145,Left_NAcc,-0.062884
sub-146,Left_NAcc,-0.164489
sub-147,Left_NAcc,-0.021461
sub-148,Left_NAcc,-0.595516
sub-149,Left_NAcc,0.475776
sub-150,Left_NAcc,0.625116
sub-151,Left_NAcc,-0.059563
sub-152,Left_NAcc,-0.941572
sub-153,Left_NAcc,-0.833213
sub-154,Left_NAcc,0.449126
sub-155,Left_NAcc,1.317783
sub-156,Left_NAcc,-0.080113
sub-157,Left_NAcc,-0.574638
sub-158,Left_NAcc,0.393096
sub-159,Left_NAcc,-1.446694
sub-160,Left_NAcc,1.489835
sub-161,Left_NAcc,-0.15336
sub-162,Left_NAcc,-0.747578
sub-163,Left_NAcc,-0.136266
sub-164,Left_NAcc,0.153462
sub-165,Left_NAcc,0.976755
sub-166,Left_NAcc,0.214205
sub-167,Left_NAcc,0.2098
sub-168,Left_NAcc,0.718654
sub-169,Left_NAcc,-0.729994
sub-170,Left_NAcc,0.333457
sub-171,Left_NAcc,0.247196
sub-172,Left_NAcc,-1.1951
sub-173,Left_NAcc,0.13854
sub-174,Left_NAcc,0.280152
sub-001,Right_NAcc,0.057732
sub-002,Right_NAcc,-0.041885
sub-003,Right_NAcc,0.194168
sub-004,Right_NAcc,1.332691
sub-005,Right_NAcc,-1.325038
sub-006,Right_NAcc,-0.440813
sub-007,Right_NAcc,0.624423
sub-008,Right_NAcc,0.428336
sub-009,Right_NAcc,0.405611
sub-010,Right_NAcc,2.828197
sub-011,Right_NAcc,0.569002
sub-012,Right_NAcc,1.114732
sub-013,Right_NAcc,-0.403769
sub-014,Right_NAcc,-1.127999
sub-015,Right_NAcc,-0.41142
sub-016,Right_NAcc,0.672303
sub-017,Right_NAcc,0.350091
sub-018,Right_NAcc,0.346314
sub-019,Right_NAcc,-0.305851
sub-020,Right_NAcc,-0.474235
sub-021,Right_NAcc,-0.269434
sub-022,Right_NAcc,0.685518
sub-023,Right_NAcc,0.808277
sub-024,Right_NAcc,-1.142074
sub-025,Right_NAcc,0.725505
sub-026,Right_NAcc,-0.766654
sub-027,Right_NAcc,0.41566
sub-028,Right_NAcc,-0.28222
sub-029,Right_NAcc,1.573923
sub-030,Right_NAcc,-0.520985
sub-031,Right_NAcc,0.1091
sub-032,Right_NAcc,0.561038
sub-033,Right_NAcc,-1.002387
sub-034,Right_NAcc,-0.156444
sub-035,Right_NAcc,-0.361016
sub-036,Right_NAcc,-0.622083
sub-037,Right_NAcc,-0.543845
sub-038,Right_NAcc,1.09475
sub-039,Right_NAcc,-0.711563
sub-040,Right_NAcc,0.518603
sub-041,Right_NAcc,0.252695
sub-042,Right_NAcc,-1.554684
sub-043,Right_NAcc,0.468721
sub-044,Right_NAcc,-1.572142
sub-045,Right_NAcc,0.58374
sub-046,Right_NAcc,-0.61509
sub-047,Right_NAcc,-0.070673
sub-048,Right_NAcc,-1.446235
sub-049,Right_NAcc,0.049724
sub-050,Right_NAcc,0.899327
sub-051,Right_NAcc,-0.931644
sub-052,Right_NAcc,-0.720662
sub-053,Right_NAcc,0.400559
sub-054,Right_NAcc,0.426956
sub-055,Right_NAcc,-2.649939
sub-056,Right_NAcc,2.048708
sub-057,Right_NAcc,0.47863
sub-058,Right_NAcc,0.656419
sub-059,Right_NAcc,-0.231084
sub-060,Right_NAcc,-2.038714
sub-061,Right_NAcc,0.63298
sub-062,Right_NAcc,-0.676333
sub-063,Right_NAcc,0.494869
sub-064,Right_NAcc,-0.310557
sub-065,Right_NAcc,0.171854
sub-066,Right_NAcc,-0.897885
sub-067,Right_NAcc,0.833263
sub-068,Right_NAcc,-1.334406
sub-069,Right_NAcc,2.291754
sub-070,Right_NAcc,2.283707
sub-071,Right_NAcc,1.64458
sub-072,Right_NAcc,1.267364
sub-073,Right_NAcc,-0.16879
sub-074,Right_NAcc,1.152334
sub-075,Right_NAcc,-0.181069
sub-076,Right_NAcc,-1.719983
sub-077,Right_NAcc,1.507833
sub-078,Right_NAcc,1.1125
sub-079,Right_NAcc,-0.112602
sub-080,Right_NAcc,-1.373272
sub-081,Right_NAcc,-0.698522
sub-082,Right_NAcc,-2.002592
sub-083,Right_NAcc,0.918472
sub-084,Right_NAcc,-1.772562
sub-085,Right_NAcc,0.223377
sub-086,Right_NAcc,-0.970427
sub-087,Right_NAcc,-1.586071
sub-088,Right_NAcc,0.172188
sub-089,Right_NAcc,-0.431992
sub-090,Right_NAcc,0.805597
sub-091,Right_NAcc,-1.418067
sub-092,Right_NAcc,-0.879214
sub-093,Right_NAcc,-2.600797
sub-094,Right_NAcc,-2.386123
sub-095,Right_NAcc,1.819336
sub-096,Right_NAcc,2.120717
sub-097,Right_NAcc,0.018407
sub-098,Right_NAcc,-0.949451
sub-099,Right_NAcc,-0.394663
sub-100,Right_NAcc,0.842963
sub-101,Right_NAcc,-0.62269
sub-102,Right_NAcc,0.171426
sub-103,Right_NAcc,-0.092979
sub-104,Right_NAcc,-0.68016
sub-105,Right_NAcc,-0.635155
sub-106,Right_NAcc,0.23023
sub-107,Right_NAcc,-1.111078
sub-108,Right_NAcc,0.397506
sub-109,Right_NAcc,-0.577484
sub-110,Right_NAcc,0.054988
sub-111,Right_NAcc,1.38192
sub-112,Right_NAcc,-0.257115
sub-113,Right_NAcc,0.891781
sub-114,Right_NAcc,-1.971849
sub-115,Right_NAcc,-0.5762
sub-116,Right_NAcc,-0.050271
sub-117,Right_NAcc,1.951478
sub-118,Right_NAcc,-2.149168
sub-119,Right_NAcc,-0.181104
sub-120,Right_NAcc,1.458717
sub-121,Right_NAcc,-0.90847
sub-122,Right_NAcc,-0.304261
sub-123,Right_NAcc,0.270799
sub-124,Right_NAcc,0.115327
sub-125,Right_NAcc,1.573904
sub-126,Right_NAcc,0.394068
sub-127,Right_NAcc,1.322585
sub-128,Right_NAcc,-0.459668
sub-129,Right_NAcc,-0.861485
sub-130,Right_NAcc,-0.317867
sub-131,Right_NAcc,-1.303492
sub-132,Right_NAcc,0.431067
sub-133,Right_NAcc,-0.486986
sub-134,Right_NAcc,-0.788901
sub-135,Right_NAcc,0.447061
sub-136,Right_NAcc,-1.287243
sub-137,Right_NAcc,0.734121
sub-138,Right_NAcc,-0.584621
sub-139,Right_NAcc,1.144467
sub-140,Right_NAcc,-0.49423
sub-141,Right_NAcc,0.587771
sub-142,Right_NAcc,0.110104
sub-143,Right_NAcc,0.706032
sub-144,Right_NAcc,0.036592
sub-145,Right_NAcc,-1.836014
sub-146,Right_NAcc,0.985751
sub-147,Right_NAcc,-0.1721
sub-148,Right_NAcc,0.7542
sub-149,Right_NAcc,0.649373
sub-150,Right_NAcc,-0.89609
sub-151,Right_NAcc,-1.045509
sub-152,Right_NAcc,0.612529
sub-153,Right_NAcc,-0.399732
sub-154,Right_NAcc,0.909336
sub-155,Right_NAcc,-0.267685
sub-156,Right_NAcc,1.001185
sub-157,Right_NAcc,0.36749
sub-158,Right_NAcc,0.224585
sub-159,Right_NAcc,-0.474455
sub-160,Right_NAcc,0.165929
sub-161,Right_NAcc,1.180113
sub-162,Right_NAcc,-0.136759
sub-163,Right_NAcc,0.481397
sub-164,Right_NAcc,-0.030554
sub-165,Right_NAcc,0.05207
sub-166,Right_NAcc,1.740368
sub-167,Right_NAcc,1.189487
sub-168,Right_NAcc,0.004339
sub-169,Right_NAcc,0.146949
sub-170,Right_NAcc,-0.820666
sub-171,Right_NAcc,-0.262162
sub-172,Right_NAcc,0.247207
sub-173,Right_NAcc,0.818717
sub-174,Right_NAcc,0.711649
sub-001,Right_dACC_MCC,-1.359353
sub-002,Right_dACC_MCC,0.816085
sub-003,Right_dACC_MCC,-0.231631
sub-004,Right_dACC_MCC,-1.04421
sub-005,Right_dACC_MCC,1.234405
sub-006,Right_dACC_MCC,1.661602
sub-007,Right_dACC_MCC,0.067054
sub-008,Right_dACC_MCC,0.477381
sub-009,Right_dACC_MCC,0.831034
sub-010,Right_dACC_MCC,1.026154
sub-011,Right_dACC_MCC,0.771548
sub-012,Right_dACC_MCC,-1.375579
sub-013,Right_dACC_MCC,1.953167
sub-014,Right_dACC_MCC,1.376704
sub-015,Right_dACC_MCC,-0.705092
sub-016,Right_dACC_MCC,-0.643974
sub-017,Right_dACC_MCC,0.410284
sub-018,Right_dACC_MCC,-0.614265
sub-019,Right_dACC_MCC,0.297837
sub-020,Right_dACC_MCC,0.465548
sub-021,Right_dACC_MCC,-0.791212
sub-022,Right_dACC_MCC,-1.096484
sub-023,Right_dACC_MCC,0.460959
sub-024,Right_dACC_MCC,-0.729276
sub-025,Right_dACC_MCC,0.312646
sub-026,Right_dACC_MCC,-1.160031
sub-027,Right_dACC_MCC,0.007332
sub-028,Right_dACC_MCC,0.788898
sub-029,Right_dACC_MCC,0.861312
sub-030,Right_dACC_MCC,-1.263845
sub-031,Right_dACC_MCC,-1.306181
sub-032,Right_dACC_MCC,-0.226246
sub-033,Right_dACC_MCC,0.542879
sub-034,Right_dACC_MCC,0.233372
sub-035,Right_dACC_MCC,-0.607731
sub-036,Right_dACC_MCC,0.662735
sub-037,Right_dACC_MCC,1.433821
sub-038,Right_dACC_MCC,0.24669
sub-039,Right_dACC_MCC,-1.758699
sub-040,Right_dACC_MCC,0.170562
sub-041,Right_dACC_MCC,2.021448
sub-042,Right_dACC_MCC,-1.258881
sub-043,Right_dACC_MCC,0.23369
sub-044,Right_dACC_MCC,0.079839
sub-045,Right_dACC_MCC,0.113069
sub-046,Right_dACC_MCC,0.274198
sub-047,Right_dACC_MCC,0.851222
sub-048,Right_dACC_MCC,0.014626
sub-049,Right_dACC_MCC,1.449094
sub-050,Right_dACC_MCC,0.018616
sub-051,Right_dACC_MCC,-0.360608
sub-052,Right_dACC_MCC,-0.536047
sub-053,Right_dACC_MCC,-1.786582
sub-054,Right_dACC_MCC,0.490822
sub-055,Right_dACC_MCC,2.093781
sub-056,Right_dACC_MCC,0.334489
sub-057,Right_dACC_MCC,0.717844
sub-058,Right_dACC_MCC,-1.113605
sub-059,Right_dACC_MCC,-0.215774
sub-060,Right_dACC_MCC,0.145915
sub-061,Right_dACC_MCC,1.606341
sub-062,Right_dACC_MCC,1.555536
sub-063,Right_dACC_MCC,0.869056
sub-064,Right_dACC_MCC,-0.271392
sub-065,Right_dACC_MCC,0.004365
sub-066,Right_dACC_MCC,-0.51534
sub-067,Right_dACC_MCC,-1.626388
sub-068,Right_dACC_MCC,-0.702431
sub-069,Right_dACC_MCC,-0.001986
sub-070,Right_dACC_MCC,-0.258575
sub-071,Right_dACC_MCC,-1.187127
sub-072,Right_dACC_MCC,-0.061151
sub-073,Right_dACC_MCC,-0.594741
sub-074,Right_dACC_MCC,-1.265165
sub-075,Right_dACC_MCC,-0.435154
sub-076,Right_dACC_MCC,-0.67679
sub-077,Right_dACC_MCC,-0.73332
sub-078,Right_dACC_MCC,0.724616
sub-079,Right_dACC_MCC,-1.778474
sub-080,Right_dACC_MCC,-2.05768
sub-081,Right_dACC_MCC,-0.110752
sub-082,Right_dACC_MCC,0.022112
sub-083,Right_dACC_MCC,0.406686
sub-084,Right_dACC_MCC,-0.463171
sub-085,Right_dACC_MCC,-1.201936
sub-086,Right_dACC_MCC,-0.287939
sub-087,Right_dACC_MCC,-0.257419
sub-088,Right_dACC_MCC,1.429992
sub-089,Right_dACC_MCC,-0.691537
sub-090,Right_dACC_MCC,-0.008623
sub-091,Right_dACC_MCC,2.559187
sub-092,Right_dACC_MCC,-0.58526
sub-093,Right_dACC_MCC,0.562121
sub-094,Right_dACC_MCC,0.76453
sub-095,Right_dACC_MCC,0.77157
sub-096,Right_dACC_MCC,0.380056
sub-097,Right_dACC_MCC,-0.163558
sub-098,Right_dACC_MCC,0.12228
sub-099,Right_dACC_MCC,-0.702379
sub-100,Right_dACC_MCC,0.172063
sub-101,Right_dACC_MCC,2.19556
sub-102,Right_dACC_MCC,1.499823
sub-103,Right_dACC_MCC,0.649653
sub-104,Right_dACC_MCC,1.103995
sub-105,Right_dACC_MCC,-0.9573
sub-106,Right_dACC_MCC,-0.238793
sub-107,Right_dACC_MCC,1.077087
sub-108,Right_dACC_MCC,1.482231
sub-109,Right_dACC_MCC,-0.80488
sub-110,Right_dACC_MCC,-0.36163
sub-111,Right_dACC_MCC,2.146441
sub-112,Right_dACC_MCC,-0.114429
sub-113,Right_dACC_MCC,1.705574
sub-114,Right_dACC_MCC,0.296708
sub-115,Right_dACC_MCC,0.198184
sub-116,Right_dACC_MCC,-0.287137
sub-117,Right_dACC_MCC,1.050498
sub-118,Right_dACC_MCC,1.242254
sub-119,Right_dACC_MCC,-0.935465
sub-120,Right_dACC_MCC,-0.326271
sub-121,Right_dACC_MCC,0.604809
sub-122,Right_dACC_MCC,0.132976
sub-123,Right_dACC_MCC,-0.662088
sub-124,Right_dACC_MCC,0.608389
sub-125,Right_dACC_MCC,0.83741
sub-126,Right_dACC_MCC,-0.731867
sub-127,Right_dACC_MCC,0.174691
sub-128,Right_dACC_MCC,-1.337283
sub-129,Right_dACC_MCC,-1.033782
sub-130,Right_dACC_MCC,0.209758
sub-131,Right_dACC_MCC,0.054339
sub-132,Right_dACC_MCC,-0.962955
sub-133,Right_dACC_MCC,-0.688018
sub-134,Right_dACC_MCC,-0.996656
sub-135,Right_dACC_MCC,-0.053083
sub-136,Right_dACC_MCC,-2.1268
sub-137,Right_dACC_MCC,-1.555821
sub-138,Right_dACC_MCC,-1.932808
sub-139,Right_dACC_MCC,0.371738
sub-140,Right_dACC_MCC,-1.650344
sub-141,Right_dACC_MCC,0.24062
sub-142,Right_dACC_MCC,1.654589
sub-143,Right_dACC_MCC,1.534736
sub-144,Right_dACC_MCC,-1.776478
sub-145,Right_dACC_MCC,0.134681
sub-146,Right_dACC_MCC,-1.054985
sub-147,Right_dACC_MCC,-1.045357
sub-148,Right_dACC_MCC,-0.289435
sub-149,Right_dACC_MCC,1.369923
sub-150,Right_dACC_MCC,0.704473
sub-151,Right_dACC_MCC,-0.986499
sub-152,Right_dACC_MCC,0.876338
sub-153,Right_dACC_MCC,-2.173514
sub-154,Right_dACC_MCC,-0.793038
sub-155,Right_dACC_MCC,-1.054534
sub-156,Right_dACC_MCC,-0.161115
sub-157,Right_dACC_MCC,-0.375616
sub-158,Right_dACC_MCC,-0.07646
sub-159,Right_dACC_MCC,-0.438798
sub-160,Right_dACC_MCC,0.066632
sub-161,Right_dACC_MCC,0.223161
sub-162,Right_dACC_MCC,0.054579
sub-163,Right_dACC_MCC,-0.31628
sub-164,Right_dACC_MCC,0.891577
sub-165,Right_dACC_MCC,0.483368
sub-166,Right_dACC_MCC,-0.292873
sub-167,Right_dACC_MCC,-0.079408
sub-168,Right_dACC_MCC,1.216088
sub-169,Right_dACC_MCC,-1.144081
sub-170,Right_dACC_MCC,1.87512
sub-171,Right_dACC_MCC,-1.443409
sub-172,Right_dACC_MCC,-0.083243
sub-173,Right_dACC_MCC,-1.115489
sub-174,Right_dACC_MCC,2.414439
sub-001,PBN,-0.45781
sub-002,PBN,-0.45528
sub-003,PBN,-0.324129
sub-004,PBN,0.146018
sub-005,PBN,-0.281478
sub-006,PBN,-0.084331
sub-007,PBN,-3.5083
sub-008,PBN,0.107263
sub-009,PBN,0.067589
sub-010,PBN,1.09666
sub-011,PBN,1.369354
sub-012,PBN,-0.139599
sub-013,PBN,0.87251
sub-014,PBN,-1.060898
sub-015,PBN,0.823226
sub-016,PBN,-0.527498
sub-017,PBN,-1.144703
sub-018,PBN,-0.137462
sub-019,PBN,1.461509
sub-020,PBN,0.232116
sub-021,PBN,1.558307
sub-022,PBN,-0.70519
sub-023,PBN,1.106018
sub-024,PBN,-0.607831
sub-025,PBN,0.2768
sub-026,PBN,0.268084
sub-027,PBN,0.716514
sub-028,PBN,0.302419
sub-029,PBN,-0.695564
sub-030,PBN,0.93711
sub-031,PBN,1.795389
sub-032,PBN,-0.538918
sub-033,PBN,-1.800533
sub-034,PBN,0.553021
sub-035,PBN,-0.284239
sub-036,PBN,-0.082533
sub-037,PBN,0.610342
sub-038,PBN,-0.41047
sub-039,PBN,-0.221403
sub-040,PBN,-0.051297
sub-041,PBN,1.531355
sub-042,PBN,0.079952
sub-043,PBN,-1.196094
sub-044,PBN,-1.155975
sub-045,PBN,0.190001
sub-046,PBN,-1.088984
sub-047,PBN,-1.525383
sub-048,PBN,0.690347
sub-049,PBN,0.739708
sub-050,PBN,-0.321496
sub-051,PBN,0.345687
sub-052,PBN,0.23929
sub-053,PBN,0.65696
sub-054,PBN,0.65931
sub-055,PBN,-2.577362
sub-056,PBN,-0.192819
sub-057,PBN,0.571757
sub-058,PBN,-0.36416
sub-059,PBN,0.086135
sub-060,PBN,0.806448
sub-061,PBN,0.131221
sub-062,PBN,1.569831
sub-063,PBN,1.185797
sub-064,PBN,-0.069892
sub-065,PBN,-0.150021
sub-066,PBN,-2.823888
sub-067,PBN,-0.279522
sub-068,PBN,-1.314647
sub-069,PBN,0.272668
sub-070,PBN,0.203752
sub-071,PBN,0.751157
sub-072,PBN,1.457677
sub-073,PBN,0.023154
sub-074,PBN,2.348616
sub-075,PBN,0.283981
sub-076,PBN,-1.271244
sub-077,PBN,-0.51701
sub-078,PBN,-0.326143
sub-079,PBN,0.646584
sub-080,PBN,-0.905323
sub-081,PBN,-0.250764
sub-082,PBN,-0.112714
sub-083,PBN,-0.402131
sub-084,PBN,0.867658
sub-085,PBN,0.696179
sub-086,PBN,1.2257
sub-087,PBN,-0.284082
sub-088,PBN,1.261953
sub-089,PBN,-1.325462
sub-090,PBN,-1.350048
sub-091,PBN,-1.174044
sub-092,PBN,0.058924
sub-093,PBN,1.261803
sub-094,PBN,-0.557406
sub-095,PBN,-0.430936
sub-096,PBN,-0.168139
sub-097,PBN,0.627128
sub-098,PBN,-0.431876
sub-099,PBN,-0.488121
sub-100,PBN,-1.306709
sub-101,PBN,-0.526737
sub-102,PBN,1.236684
sub-103,PBN,0.141304
sub-104,PBN,-0.696239
sub-105,PBN,1.295843
sub-106,PBN,-0.54034
sub-107,PBN,1.481151
sub-108,PBN,1.46467
sub-109,PBN,0.106105
sub-110,PBN,-1.46111
sub-111,PBN,2.357774
sub-112,PBN,0.440066
sub-113,PBN,-0.276886
sub-114,PBN,1.013548
sub-115,PBN,0.757657
sub-116,PBN,1.371247
sub-117,PBN,-0.618102
sub-118,PBN,0.370703
sub-119,PBN,-1.145886
sub-120,PBN,0.721396
sub-121,PBN,0.026505
sub-122,PBN,0.332934
sub-123,PBN,-0.097904
sub-124,PBN,-0.203394
sub-125,PBN,-0.825661
sub-126,PBN,0.846502
sub-127,PBN,1.551467
sub-128,PBN,-0.511562
sub-129,PBN,0.607684
sub-130,PBN,0.485339
sub-131,PBN,0.057801
sub-132,PBN,-1.489384
sub-133,PBN,-1.262555
sub-134,PBN,-0.737702
sub-135,PBN,-2.106778
sub-136,PBN,1.469129
sub-137,PBN,0.420334
sub-138,PBN,0.019433
sub-139,PBN,-2.158426
sub-140,PBN,-1.789079
sub-141,PBN,0.047277
sub-142,PBN,2.036167
sub-143,PBN,-0.654694
sub-144,PBN,0.920467
sub-145,PBN,-0.434171
sub-146,PBN,0.105326
sub-147,PBN,1.274209
sub-148,PBN,-0.29913
sub-149,PBN,-0.646085
sub-150,PBN,1.479251
sub-151,PBN,0.095566
sub-152,PBN,1.149725
sub-153,PBN,-0.641189
sub-154,PBN,1.467762
sub-155,PBN,0.325492
sub-156,PBN,0.487964
sub-157,PBN,0.182338
sub-158,PBN,-0.459952
sub-159,PBN,0.047941
sub-160,PBN,-0.396555
sub-161,PBN,1.016994
sub-162,PBN,-0.155073
sub-163,PBN,-1.459051
sub-164,PBN,-1.643456
sub-165,PBN,-1.691136
sub-166,PBN,0.672638
sub-167,PBN,-1.11124
sub-168,PBN,0.352166
sub-169,PBN,0.187324
sub-170,PBN,-0.015598
sub-171,PBN,0.491611
sub-172,PBN,0.20923
sub-173,PBN,-2.682149
sub-174,PBN,-0.276622
sub-001,SI_BF_Ch4,0.342068
sub-002,SI_BF_Ch4,1.447044
sub-003,SI_BF_Ch4,1.489031
sub-004,SI_BF_Ch4,-1.284009
sub-005,SI_BF_Ch4,-0.362491
sub-006,SI_BF_Ch4,-1.468566
sub-007,SI_BF_Ch4,1.337565
sub-008,SI_BF_Ch4,0.876518
sub-009,SI_BF_Ch4,0.274311
sub-010,SI_BF_Ch4,0.10655
sub-011,SI_BF_Ch4,1.21094
sub-012,SI_BF_Ch4,1.056988
sub-013,SI_BF_Ch4,1.00854
sub-014,SI_BF_Ch4,0.370781
sub-015,SI_BF_Ch4,-0.362039
sub-016,SI_BF_Ch4,0.653072
sub-017,SI_BF_Ch4,0.697553
sub-018,SI_BF_Ch4,-0.217831
sub-019,SI_BF_Ch4,-0.363876
sub-020,SI_BF_Ch4,0.986051
sub-021,SI_BF_Ch4,1.468715
sub-022,SI_BF_Ch4,-0.725915
sub-023,SI_BF_Ch4,-0.283973
sub-024,SI_BF_Ch4,0.274625
sub-025,SI_BF_Ch4,0.397987
sub-026,SI_BF_Ch4,-0.519475
sub-027,SI_BF_Ch4,1.668222
sub-028,SI_BF_Ch4,0.339333
sub-029,SI_BF_Ch4,0.43871
sub-030,SI_BF_Ch4,1.554889
sub-031,SI_BF_Ch4,-0.452818
sub-032,SI_BF_Ch4,-0.124894
sub-033,SI_BF_Ch4,-1.184141
sub-034,SI_BF_Ch4,-0.201202
sub-035,SI_BF_Ch4,-1.398379
sub-036,SI_BF_Ch4,0.635545
sub-037,SI_BF_Ch4,0.337425
sub-038,SI_BF_Ch4,-0.296424
sub-039,SI_BF_Ch4,-0.135798
sub-040,SI_BF_Ch4,0.647927
sub-041,SI_BF_Ch4,-1.077273
sub-042,SI_BF_Ch4,0.14117
sub-043,SI_BF_Ch4,0.591589
sub-044,SI_BF_Ch4,-1.665122
sub-045,SI_BF_Ch4,0.578339
sub-046,SI_BF_Ch4,-1.566724
sub-047,SI_BF_Ch4,-0.151412
sub-048,SI_BF_Ch4,-1.102366
sub-049,SI_BF_Ch4,1.256965
sub-050,SI_BF_Ch4,-1.096664
sub-051,SI_BF_Ch4,-1.545017
sub-052,SI_BF_Ch4,0.076776
sub-053,SI_BF_Ch4,-0.420667
sub-054,SI_BF_Ch4,-1.412635
sub-055,SI_BF_Ch4,0.433647
sub-056,SI_BF_Ch4,-1.855372
sub-057,SI_BF_Ch4,-0.986747
sub-058,SI_BF_Ch4,-0.567534
sub-059,SI_BF_Ch4,0.684987
sub-060,SI_BF_Ch4,1.1335
sub-061,SI_BF_Ch4,0.958289
sub-062,SI_BF_Ch4,-0.183856
sub-063,SI_BF_Ch4,-2.251658
sub-064,SI_BF_Ch4,0.310924
sub-065,SI_BF_Ch4,1.292725
sub-066,SI_BF_Ch4,1.077416
sub-067,SI_BF_Ch4,0.376482
sub-068,SI_BF_Ch4,-1.126109
sub-069,SI_BF_Ch4,-0.522149
sub-070,SI_BF_Ch4,1.713955
